code barre 1 ou bien Qr code  article,code barre 2 ou bien Qr code article,code Article  OF,code article résumé,gamme,designation,qte unit,qte reg,redondance,controle
QR code siame,null,FSB1060D0001,602D1X10,EP60,1X10A,0,12,0,c
QR code siame,null,FSB1060D0002,602D2X10,EP60,2X10A,0,6,0,c
QR code siame,null,FSB1060D0003,602D3X10,EP60,3X10A,0,4,0,c
QR code siame,null,FSB1060D0004,602D4X10,EP60,4X10A,0,3,0,c
QR code siame,null,FSB1060D0005,602D1X16,EP60,1X16A,0,12,0,c
QR code siame,null,FSB1060D0006,602D2X16,EP60,2X16A,0,6,0,c
QR code siame,null,FSB1060D0007,602D3X16,EP60,3X16A,0,4,0,c
QR code siame,null,FSB1060D0008,602D4X16,EP60,4X16A,0,3,0,c
QR code siame,null,FSB1060D0009,602D1X20,EP60,1X20A,0,12,0,c
QR code siame,null,FSB1060D0010,602D2X20,EP60,2X20A,0,6,0,c
QR code siame,null,FSB1060D0011,602D3X20,EP60,3X20A,0,4,0,c
QR code siame,null,FSB1060D0012,602D4X20,EP60,4X20A,0,3,0,c
QR code siame,null,FSB1060D0013,602D1X25,EP60,1X25A,0,12,0,c
QR code siame,null,FSB1060D0014,602D2X25,EP60,2X25A,0,6,0,c
QR code siame,null,FSB1060D0015,602D3X25,EP60,3X25A,0,4,0,c
QR code siame,null,FSB1060D0016,602D4X25,EP60,4X25A,0,3,0,c
QR code siame,null,FSB1060D0017,602D1X32,EP60,1X32A,0,12,0,c
QR code siame,null,FSB1060D0018,602D2X32,EP60,2X32A,0,6,0,c
QR code siame,null,FSB1060D0019,602D3X32,EP60,3X32A,0,4,0,c
QR code siame,null,FSB1060D0020,602D4X32,EP60,4X32A,0,3,0,c
QR code siame,null,FSB1060D0021,602D1X40,EP60,1X40A,0,12,0,c
QR code siame,null,FSB1060D0022,602D2X40,EP60,2X40A,0,6,0,c
QR code siame,null,FSB1060D0023,602D3X40,EP60,3X40A,0,4,0,c
QR code siame,null,FSB1060D0024,602D4X40,EP60,4X40A,0,3,0,c
QR code siame,null,FSB1060D0025,602D1X50,EP60,1X50A,0,12,0,c
QR code siame,null,FSB1060D0026,602D2X50,EP60,2X50A,0,6,0,c
QR code siame,null,FSB1060D0027,602D3X50,EP60,3X50A,0,4,0,c
QR code siame,null,FSB1060D0028,602D4X50,EP60,4X50A,0,3,0,c
QR code siame,null,FSB1060D0029,602D1X63,EP60,1X63A,0,12,0,c
QR code siame,null,FSB1060D0030,602D2X63,EP60,2X63A,0,6,0,c
QR code siame,null,FSB1060D0031,602D3X63,EP60,3X63A,0,4,0,c
QR code siame,null,FSB1060D0032,602D4X63,EP60,4X63A,0,3,0,c
QR code siame,null,FSB1060D0037,602D4X25MS,EP60,4X25A,0,3,0,c
QR code siame,null,FSB1100C0001,603C1X10,EP100,1X10A,0,12,0,c
QR code siame,null,FSB1100C0002,603C2X10,EP100,2X10A,0,6,0,c
QR code siame,null,FSB1100C0003,603C3X10,EP100,3X10A,0,4,0,c
QR code siame,null,FSB1100C0004,603C4X10,EP100,4X10A,0,3,0,c
QR code siame,null,FSB1100C0005,603C1X16,EP100,1X16A,0,12,0,c
QR code siame,null,FSB1100C0006,603C2X16,EP100,2X16A,0,6,0,c
QR code siame,null,FSB1100C0007,603C3X16,EP100,3X16A,0,4,0,c
QR code siame,null,FSB1100C0008,603C4X16,EP100,4X16A,0,3,0,c
QR code siame,null,FSB1100C0009,603C1X20,EP100,1X20A,0,12,0,c
QR code siame,null,FSB1100C0010,603C2X20,EP100,2X20A,0,6,0,c
QR code siame,null,FSB1100C0011,603C3X20,EP100,3X20A,0,4,0,c
QR code siame,null,FSB1100C0012,603C4X20,EP100,4X20A,0,3,0,c
QR code siame,null,FSB1100C0013,603C1X25,EP100,1X25A,0,12,0,c
QR code siame,null,FSB1100C0014,603C2X25,EP100,2X25A,0,6,0,c
QR code siame,null,FSB1100C0015,603C3X25,EP100,3X25A,0,4,0,c
QR code siame,null,FSB1100C0016,603C4X25,EP100,4X25A,0,3,0,c
QR code siame,null,FSB1100C0017,603C1X32,EP100,1X32A,0,12,0,c
QR code siame,null,FSB1100C0018,603C2X32,EP100,2X32A,0,6,0,c
QR code siame,null,FSB1100C0019,603C3X32,EP100,3X32A,0,4,0,c
QR code siame,null,FSB1100C0020,603C4X32,EP100,4X32A,0,3,0,c
QR code siame,null,FSB1100C0021,603C1X40,EP100,1X40A,0,12,0,c
QR code siame,null,FSB1100C0022,603C2X40,EP100,2X40A,0,6,0,c
QR code siame,null,FSB1100C0023,603C3X40,EP100,3X40A,0,4,0,c
QR code siame,null,FSB1100C0024,603C4X40,EP100,4X40A,0,3,0,c
QR code siame,null,FSB1100C0025,603C1X50,EP100,1X50A,0,12,0,c
QR code siame,null,FSB1100C0026,603C2X50,EP100,2X50A,0,6,0,c
QR code siame,null,FSB1100C0027,603C3X50,EP100,3X50A,0,4,0,c
QR code siame,null,FSB1100C0028,603C4X50,EP100,4X50A,0,3,0,c
QR code siame,null,FSB1100C0029,603C1X63,EP100,1X63A,0,12,0,c
QR code siame,null,FSB1100C0030,603C2X63,EP100,2X63A,0,6,0,c
QR code siame,null,FSB1100C0031,603C3X63,EP100,3X63A,0,4,0,c
QR code siame,null,FSB1100C0032,603C4X63,EP100,4X63A,0,3,0,c
QR code siame,null,FSB1100D0001,603D1X10,EP100,1X10A,0,12,0,c
QR code siame,null,FSB1100D0002,603D2X10,EP100,2X10A,0,6,0,c
QR code siame,null,FSB1100D0003,603D3X10,EP100,3X10A,0,4,0,c
QR code siame,null,FSB1100D0004,603D4X10,EP100,4X10A,0,3,0,c
QR code siame,null,FSB1100D0005,603D1X16,EP100,1X16A,0,12,0,c
QR code siame,null,FSB1100D0006,603D2X16,EP100,2X16A,0,6,0,c
QR code siame,null,FSB1100D0007,603D3X16,EP100,3X16A,0,4,0,c
QR code siame,null,FSB1100D0008,603D4X16,EP100,4X16A,0,3,0,c
QR code siame,null,FSB1100D0009,603D1X20,EP100,1X20A,0,12,0,c
QR code siame,null,FSB1100D0010,603D2X20,EP100,2X20A,0,6,0,c
QR code siame,null,FSB1100D0011,603D3X20,EP100,3X20A,0,4,0,c
QR code siame,null,FSB1100D0012,603D4X20,EP100,4X20A,0,3,0,c
QR code siame,null,FSB1100D0013,603D1X25,EP100,1X25A,0,12,0,c
QR code siame,null,FSB1100D0014,603D2X25,EP100,2X25A,0,6,0,c
QR code siame,null,FSB1100D0015,603D3X25,EP100,3X25A,0,4,0,c
QR code siame,null,FSB1100D0016,603D4X25,EP100,4X25A,0,3,0,c
QR code siame,null,FSB1100D0017,603D1X32,EP100,1X32A,0,12,0,c
QR code siame,null,FSB1100D0018,603D2X32,EP100,2X32A,0,6,0,c
QR code siame,null,FSB1100D0019,603D3X32,EP100,3X32A,0,4,0,c
QR code siame,null,FSB1100D0020,603D4X32,EP100,4X32A,0,3,0,c
QR code siame,null,FSB1100D0021,603D1X40,EP100,1X40A,0,12,0,c
QR code siame,null,FSB1100D0022,603D2X40,EP100,2X40A,0,6,0,c
QR code siame,null,FSB1100D0023,603D3X40,EP100,3X40A,0,4,0,c
QR code siame,null,FSB1100D0024,603D4X40,EP100,4X40A,0,3,0,c
QR code siame,null,FSB1100D0025,603D1X50,EP100,1X50A,0,12,0,c
QR code siame,null,FSB1100D0026,603D2X50,EP100,2X50A,0,6,0,c
QR code siame,null,FSB1100D0027,603D3X50,EP100,3X50A,0,4,0,c
QR code siame,null,FSB1100D0028,603D4X50,EP100,4X50A,0,3,0,c
QR code siame,null,FSB1100D0029,603D1X63,EP100,1X63A,0,12,0,c
QR code siame,null,FSB1100D0030,603D2X63,EP100,2X63A,0,6,0,c
QR code siame,null,FSB1100D0031,603D3X63,EP100,3X63A,0,4,0,c
QR code siame,null,FSB1100D0032,603D4X63,EP100,4X63A,0,3,0,c
QR code siame,null,FSB1250C0003,701C2X16,EP250,2X16A,0,6,0,c
QR code siame,null,FSB1250C0017,701C4X16,EP250,4X16A,0,3,0,c
,,FSN0060C0001,702C2X10,EPCN61,2X10A,0,12,1,c
,,FSN0060C0002,702C2X16,EPCN61,1X16A,0,12,1,c
,,FSN0060C0003,702C2X20,EPCN61,1X20A,0,12,1,c
,,FSN0060C0004,702C2X25,EPCN61,1X25A,0,12,1,c
,,FSN0060C0005,702C2X32,EPCN61,1X32A,0,12,1,c
